Sym_88503_c0_g1_i1	Sym_88503_c0_g1
Sym_278676_c0_g1_i1	Sym_278676_c0_g1
Sym_278694_c0_g1_i1	Sym_278694_c0_g1
Sym_278665_c0_g1_i1	Sym_278665_c0_g1
Sym_278711_c0_g1_i1	Sym_278711_c0_g1
Sym_278664_c0_g1_i1	Sym_278664_c0_g1
Sym_278645_c0_g1_i1	Sym_278645_c0_g1
Sym_278702_c0_g1_i1	Sym_278702_c0_g1
Sym_278707_c0_g1_i1	Sym_278707_c0_g1
Sym_278649_c0_g1_i1	Sym_278649_c0_g1
Sym_222758_c0_g1_i1	Sym_222758_c0_g1
Sym_222748_c0_g1_i1	Sym_222748_c0_g1
Sym_273140_c0_g1_i1	Sym_273140_c0_g1
Sym_273178_c0_g1_i1	Sym_273178_c0_g1
Sym_273166_c0_g1_i1	Sym_273166_c0_g1
Sym_273210_c0_g1_i1	Sym_273210_c0_g1
Sym_273164_c0_g1_i1	Sym_273164_c0_g1
Sym_273201_c0_g1_i1	Sym_273201_c0_g1
Sym_273191_c0_g1_i1	Sym_273191_c0_g1
Sym_273189_c0_g1_i1	Sym_273189_c0_g1
Sym_273230_c0_g1_i1	Sym_273230_c0_g1
Sym_273190_c0_g1_i1	Sym_273190_c0_g1
Sym_273203_c0_g1_i1	Sym_273203_c0_g1
Sym_273220_c0_g1_i1	Sym_273220_c0_g1
Sym_273169_c0_g1_i1	Sym_273169_c0_g1
Sym_273186_c0_g1_i1	Sym_273186_c0_g1
Sym_273208_c0_g1_i1	Sym_273208_c0_g1
Sym_273193_c0_g1_i1	Sym_273193_c0_g1
Sym_215470_c0_g1_i1	Sym_215470_c0_g1
Sym_215485_c0_g1_i1	Sym_215485_c0_g1
Sym_215463_c0_g1_i1	Sym_215463_c0_g1
Sym_215493_c0_g1_i1	Sym_215493_c0_g1
Sym_215479_c0_g1_i1	Sym_215479_c0_g1
Sym_215445_c0_g1_i1	Sym_215445_c0_g1
Sym_215458_c0_g1_i1	Sym_215458_c0_g1
Sym_215437_c0_g1_i1	Sym_215437_c0_g1
Sym_215453_c0_g1_i1	Sym_215453_c0_g1
Sym_215484_c0_g1_i1	Sym_215484_c0_g1
Sym_215506_c0_g1_i1	Sym_215506_c0_g1
Sym_215494_c0_g1_i1	Sym_215494_c0_g1
Sym_215482_c0_g1_i1	Sym_215482_c0_g1
Sym_215432_c0_g1_i1	Sym_215432_c0_g1
Sym_215480_c0_g1_i1	Sym_215480_c0_g1
Sym_215526_c0_g1_i1	Sym_215526_c0_g1
Sym_248120_c0_g1_i1	Sym_248120_c0_g1
Sym_248058_c0_g1_i1	Sym_248058_c0_g1
Sym_248082_c0_g1_i1	Sym_248082_c0_g1
Sym_248064_c0_g1_i1	Sym_248064_c0_g1
Sym_248086_c0_g1_i1	Sym_248086_c0_g1
Sym_248074_c0_g1_i1	Sym_248074_c0_g1
Sym_273605_c0_g1_i1	Sym_273605_c0_g1
Sym_273562_c0_g1_i1	Sym_273562_c0_g1
Sym_273594_c0_g1_i1	Sym_273594_c0_g1
Sym_273601_c0_g1_i1	Sym_273601_c0_g1
Sym_273572_c0_g1_i1	Sym_273572_c0_g1
Sym_273621_c0_g1_i1	Sym_273621_c0_g1
Sym_273599_c0_g1_i1	Sym_273599_c0_g1
Sym_273576_c0_g1_i1	Sym_273576_c0_g1
Sym_273595_c0_g1_i1	Sym_273595_c0_g1
Sym_273539_c0_g1_i1	Sym_273539_c0_g1
Sym_273581_c0_g1_i1	Sym_273581_c0_g1
Sym_273582_c0_g1_i1	Sym_273582_c0_g1
Sym_273625_c0_g1_i1	Sym_273625_c0_g1
Sym_210044_c0_g1_i1	Sym_210044_c0_g1
Sym_210108_c0_g1_i1	Sym_210108_c0_g1
Sym_210083_c0_g1_i1	Sym_210083_c0_g1
Sym_210037_c0_g1_i1	Sym_210037_c0_g1
Sym_210082_c0_g1_i1	Sym_210082_c0_g1
Sym_210033_c0_g1_i1	Sym_210033_c0_g1
Sym_210042_c0_g1_i1	Sym_210042_c0_g1
Sym_210103_c0_g1_i1	Sym_210103_c0_g1
Sym_210102_c0_g1_i1	Sym_210102_c0_g1
Sym_210052_c0_g1_i1	Sym_210052_c0_g1
Sym_210091_c0_g1_i1	Sym_210091_c0_g1
Sym_210122_c0_g1_i1	Sym_210122_c0_g1
Sym_210072_c0_g1_i1	Sym_210072_c0_g1
Sym_210109_c0_g1_i1	Sym_210109_c0_g1
Sym_282565_c0_g1_i1	Sym_282565_c0_g1
Sym_282624_c0_g1_i1	Sym_282624_c0_g1
Sym_282623_c0_g1_i1	Sym_282623_c0_g1
Sym_282594_c0_g1_i1	Sym_282594_c0_g1
Sym_282606_c0_g1_i1	Sym_282606_c0_g1
Sym_282568_c0_g1_i1	Sym_282568_c0_g1
Sym_282560_c0_g1_i1	Sym_282560_c0_g1
Sym_262862_c0_g1_i1	Sym_262862_c0_g1
Sym_206544_c0_g1_i1	Sym_206544_c0_g1
Sym_206562_c0_g1_i1	Sym_206562_c0_g1
Sym_206571_c0_g1_i1	Sym_206571_c0_g1
Sym_206548_c0_g1_i1	Sym_206548_c0_g1
Sym_206550_c0_g1_i1	Sym_206550_c0_g1
Sym_206540_c0_g1_i1	Sym_206540_c0_g1
Sym_206623_c0_g1_i1	Sym_206623_c0_g1
Sym_206605_c0_g1_i1	Sym_206605_c0_g1
Sym_206555_c0_g1_i1	Sym_206555_c0_g1
Sym_206534_c0_g1_i1	Sym_206534_c0_g1
Sym_206542_c0_g1_i1	Sym_206542_c0_g1
Sym_206590_c0_g1_i1	Sym_206590_c0_g1
Sym_206573_c0_g1_i1	Sym_206573_c0_g1
Sym_206564_c0_g1_i1	Sym_206564_c0_g1
Sym_206618_c0_g1_i1	Sym_206618_c0_g1
Sym_206629_c0_g1_i1	Sym_206629_c0_g1
Sym_206589_c0_g1_i1	Sym_206589_c0_g1
Sym_209502_c0_g1_i1	Sym_209502_c0_g1
Sym_209526_c0_g1_i1	Sym_209526_c0_g1
Sym_209514_c0_g1_i1	Sym_209514_c0_g1
Sym_209458_c0_g1_i1	Sym_209458_c0_g1
Sym_209511_c0_g1_i1	Sym_209511_c0_g1
Sym_209494_c0_g1_i1	Sym_209494_c0_g1
Sym_209472_c0_g1_i1	Sym_209472_c0_g1
Sym_209436_c0_g1_i1	Sym_209436_c0_g1
Sym_209477_c0_g1_i1	Sym_209477_c0_g1
Sym_209465_c0_g1_i1	Sym_209465_c0_g1
Sym_209504_c0_g1_i1	Sym_209504_c0_g1
Sym_209450_c0_g1_i1	Sym_209450_c0_g1
Sym_209463_c0_g1_i1	Sym_209463_c0_g1
Sym_209513_c0_g1_i1	Sym_209513_c0_g1
Sym_209493_c0_g1_i1	Sym_209493_c0_g1
Sym_209527_c0_g1_i2	Sym_209527_c0_g1
Sym_209503_c0_g1_i1	Sym_209503_c0_g1
Sym_209523_c0_g1_i1	Sym_209523_c0_g1
Sym_209515_c0_g1_i1	Sym_209515_c0_g1
Sym_243185_c0_g1_i1	Sym_243185_c0_g1
Sym_243193_c0_g1_i1	Sym_243193_c0_g1
Sym_243212_c0_g1_i1	Sym_243212_c0_g1
Sym_243140_c0_g1_i1	Sym_243140_c0_g1
Sym_243183_c0_g1_i1	Sym_243183_c0_g1
Sym_243230_c0_g1_i1	Sym_243230_c0_g1
Sym_243178_c0_g1_i1	Sym_243178_c0_g1
Sym_243171_c0_g1_i1	Sym_243171_c0_g1
Sym_243198_c0_g1_i1	Sym_243198_c0_g1
Sym_243168_c0_g1_i1	Sym_243168_c0_g1
Sym_243150_c0_g1_i1	Sym_243150_c0_g1
Sym_243139_c0_g1_i1	Sym_243139_c0_g1
Sym_243134_c0_g1_i1	Sym_243134_c0_g1
Sym_243190_c0_g1_i1	Sym_243190_c0_g1
Sym_243136_c0_g1_i1	Sym_243136_c0_g1
Sym_243180_c0_g1_i1	Sym_243180_c0_g1
Sym_243226_c0_g1_i1	Sym_243226_c0_g1
Sym_243170_c0_g1_i1	Sym_243170_c0_g1
Sym_243142_c0_g1_i1	Sym_243142_c0_g1
Sym_243138_c0_g1_i1	Sym_243138_c0_g1
Sym_228062_c0_g1_i1	Sym_228062_c0_g1
Sym_239271_c0_g1_i1	Sym_239271_c0_g1
Sym_239313_c0_g1_i1	Sym_239313_c0_g1
Sym_239319_c0_g1_i1	Sym_239319_c0_g1
Sym_239251_c0_g1_i1	Sym_239251_c0_g1
Sym_239256_c0_g1_i1	Sym_239256_c0_g1
Sym_239275_c0_g1_i1	Sym_239275_c0_g1
Sym_239316_c0_g1_i1	Sym_239316_c0_g1
Sym_239285_c0_g1_i1	Sym_239285_c0_g1
Sym_239321_c0_g1_i1	Sym_239321_c0_g1
Sym_239294_c0_g1_i1	Sym_239294_c0_g1
Sym_239317_c0_g1_i1	Sym_239317_c0_g1
Sym_239278_c0_g1_i1	Sym_239278_c0_g1
Sym_239296_c0_g1_i1	Sym_239296_c0_g1
Sym_239259_c0_g1_i1	Sym_239259_c0_g1
Sym_239307_c0_g1_i1	Sym_239307_c0_g1
Sym_239324_c0_g1_i1	Sym_239324_c0_g1
Sym_239295_c0_g1_i1	Sym_239295_c0_g1
Sym_239239_c0_g1_i1	Sym_239239_c0_g1
Sym_239245_c0_g1_i1	Sym_239245_c0_g1
Sym_237453_c0_g1_i1	Sym_237453_c0_g1
Sym_237514_c0_g1_i1	Sym_237514_c0_g1
Sym_237471_c0_g1_i1	Sym_237471_c0_g1
Sym_237481_c0_g1_i1	Sym_237481_c0_g1
Sym_237498_c0_g1_i1	Sym_237498_c0_g1
Sym_237452_c0_g1_i1	Sym_237452_c0_g1
Sym_237486_c0_g1_i1	Sym_237486_c0_g1
Sym_237487_c0_g1_i1	Sym_237487_c0_g1
Sym_237459_c0_g1_i1	Sym_237459_c0_g1
Sym_237445_c0_g1_i1	Sym_237445_c0_g1
Sym_237517_c0_g1_i1	Sym_237517_c0_g1
Sym_237477_c0_g1_i1	Sym_237477_c0_g1
Sym_237442_c0_g1_i1	Sym_237442_c0_g1
Sym_237503_c0_g1_i1	Sym_237503_c0_g1
Sym_237454_c0_g1_i1	Sym_237454_c0_g1
Sym_237457_c0_g1_i1	Sym_237457_c0_g1
Sym_237446_c0_g1_i1	Sym_237446_c0_g1
Sym_237450_c0_g1_i1	Sym_237450_c0_g1
Sym_237527_c0_g1_i1	Sym_237527_c0_g1
Sym_237497_c0_g1_i1	Sym_237497_c0_g1
Sym_222907_c0_g1_i1	Sym_222907_c0_g1
Sym_286125_c0_g1_i1	Sym_286125_c0_g1
Sym_286032_c0_g1_i1	Sym_286032_c0_g1
Sym_286119_c0_g1_i1	Sym_286119_c0_g1
Sym_272626_c0_g1_i1	Sym_272626_c0_g1
Sym_272617_c0_g1_i1	Sym_272617_c0_g1
Sym_272563_c0_g1_i1	Sym_272563_c0_g1
Sym_272567_c0_g1_i1	Sym_272567_c0_g1
Sym_272557_c0_g1_i1	Sym_272557_c0_g1
Sym_272598_c0_g1_i1	Sym_272598_c0_g1
Sym_272566_c0_g1_i1	Sym_272566_c0_g1
Sym_272562_c0_g1_i1	Sym_272562_c0_g1
Sym_272600_c0_g1_i1	Sym_272600_c0_g1
Sym_272568_c0_g1_i1	Sym_272568_c0_g1
Sym_272540_c0_g1_i1	Sym_272540_c0_g1
Sym_272547_c0_g1_i1	Sym_272547_c0_g1
Sym_272548_c0_g1_i1	Sym_272548_c0_g1
Sym_272552_c0_g1_i1	Sym_272552_c0_g1
Sym_272613_c0_g1_i1	Sym_272613_c0_g1
Sym_272551_c0_g1_i1	Sym_272551_c0_g1
Sym_272623_c0_g1_i1	Sym_272623_c0_g1
Sym_272577_c0_g1_i1	Sym_272577_c0_g1
Sym_239725_c0_g1_i1	Sym_239725_c0_g1
Sym_239689_c0_g1_i1	Sym_239689_c0_g1
Sym_239655_c0_g1_i1	Sym_239655_c0_g1
Sym_239719_c0_g1_i1	Sym_239719_c0_g1
Sym_239695_c0_g1_i1	Sym_239695_c0_g1
Sym_239662_c0_g1_i1	Sym_239662_c0_g1
Sym_239710_c0_g1_i1	Sym_239710_c0_g1
Sym_239705_c0_g1_i1	Sym_239705_c0_g1
Sym_239708_c0_g1_i1	Sym_239708_c0_g1
Sym_239700_c0_g1_i1	Sym_239700_c0_g1
Sym_239672_c0_g1_i1	Sym_239672_c0_g1
Sym_239643_c0_g1_i1	Sym_239643_c0_g1
Sym_239649_c0_g1_i1	Sym_239649_c0_g1
Sym_239663_c0_g1_i1	Sym_239663_c0_g1
Sym_239645_c0_g1_i1	Sym_239645_c0_g1
Sym_239709_c0_g1_i1	Sym_239709_c0_g1
Sym_239727_c0_g1_i1	Sym_239727_c0_g1
Sym_239641_c0_g1_i1	Sym_239641_c0_g1
Sym_239707_c0_g1_i1	Sym_239707_c0_g1
Sym_239659_c0_g1_i1	Sym_239659_c0_g1
Sym_239696_c0_g1_i1	Sym_239696_c0_g1
Sym_256535_c0_g1_i1	Sym_256535_c0_g1
Sym_210819_c0_g1_i1	Sym_210819_c0_g1
Sym_210774_c0_g1_i1	Sym_210774_c0_g1
Sym_210767_c0_g1_i1	Sym_210767_c0_g1
Sym_210794_c0_g1_i1	Sym_210794_c0_g1
Sym_210739_c0_g1_i1	Sym_210739_c0_g1
Sym_210776_c0_g1_i1	Sym_210776_c0_g1
Sym_210828_c0_g1_i1	Sym_210828_c0_g1
Sym_210771_c0_g1_i1	Sym_210771_c0_g1
Sym_210773_c0_g1_i1	Sym_210773_c0_g1
Sym_210752_c0_g1_i1	Sym_210752_c0_g1
Sym_210826_c0_g1_i1	Sym_210826_c0_g1
Sym_210805_c0_g1_i1	Sym_210805_c0_g1
Sym_210778_c0_g1_i1	Sym_210778_c0_g1
Sym_210758_c0_g1_i1	Sym_210758_c0_g1
Sym_254190_c0_g1_i1	Sym_254190_c0_g1
Sym_280050_c0_g1_i1	Sym_280050_c0_g1
Sym_280032_c0_g1_i1	Sym_280032_c0_g1
Sym_280040_c0_g1_i1	Sym_280040_c0_g1
Sym_280125_c0_g1_i1	Sym_280125_c0_g1
Sym_280033_c0_g1_i1	Sym_280033_c0_g1
Sym_280061_c0_g1_i1	Sym_280061_c0_g1
Sym_280066_c0_g1_i1	Sym_280066_c0_g1
Sym_280113_c0_g1_i2	Sym_280113_c0_g1
Sym_280104_c0_g1_i1	Sym_280104_c0_g1
Sym_280047_c0_g1_i1	Sym_280047_c0_g1
Sym_280128_c0_g1_i1	Sym_280128_c0_g1
Sym_280068_c0_g1_i1	Sym_280068_c0_g1
Sym_280105_c0_g1_i1	Sym_280105_c0_g1
Sym_280952_c0_g1_i1	Sym_280952_c0_g1
Sym_280996_c0_g1_i1	Sym_280996_c0_g1
Sym_280978_c0_g1_i1	Sym_280978_c0_g1
Sym_280989_c0_g1_i1	Sym_280989_c0_g1
Sym_280974_c0_g1_i1	Sym_280974_c0_g1
Sym_280993_c0_g1_i1	Sym_280993_c0_g1
Sym_280981_c0_g1_i1	Sym_280981_c0_g1
Sym_280951_c0_g1_i1	Sym_280951_c0_g1
Sym_280960_c0_g1_i1	Sym_280960_c0_g1
Sym_280956_c0_g1_i1	Sym_280956_c0_g1
Sym_247867_c0_g1_i1	Sym_247867_c0_g1
Sym_247855_c0_g1_i1	Sym_247855_c0_g1
Sym_247909_c0_g1_i1	Sym_247909_c0_g1
Sym_247868_c0_g1_i1	Sym_247868_c0_g1
Sym_247902_c0_g1_i1	Sym_247902_c0_g1
Sym_247904_c0_g1_i1	Sym_247904_c0_g1
Sym_243350_c0_g1_i1	Sym_243350_c0_g1
Sym_243429_c0_g1_i1	Sym_243429_c0_g1
Sym_243426_c0_g1_i1	Sym_243426_c0_g1
Sym_243401_c0_g1_i1	Sym_243401_c0_g1
Sym_243375_c0_g1_i1	Sym_243375_c0_g1
Sym_243347_c0_g1_i1	Sym_243347_c0_g1
Sym_243397_c0_g1_i1	Sym_243397_c0_g1
Sym_243368_c0_g1_i1	Sym_243368_c0_g1
Sym_243385_c0_g1_i1	Sym_243385_c0_g1
Sym_243388_c0_g1_i1	Sym_243388_c0_g1
Sym_243335_c0_g1_i1	Sym_243335_c0_g1
Sym_243340_c0_g1_i1	Sym_243340_c0_g1
Sym_243394_c0_g1_i1	Sym_243394_c0_g1
Sym_243418_c0_g1_i1	Sym_243418_c0_g1
Sym_243400_c0_g1_i1	Sym_243400_c0_g1
Sym_243386_c0_g1_i1	Sym_243386_c0_g1
Sym_243374_c0_g1_i1	Sym_243374_c0_g1
Sym_243354_c0_g1_i1	Sym_243354_c0_g1
Sym_243346_c0_g1_i1	Sym_243346_c0_g1
Sym_243406_c0_g1_i1	Sym_243406_c0_g1
Sym_243366_c0_g1_i1	Sym_243366_c0_g1
Sym_243359_c0_g1_i1	Sym_243359_c0_g1
Sym_243421_c0_g1_i1	Sym_243421_c0_g1
Sym_276418_c0_g1_i1	Sym_276418_c0_g1
Sym_276386_c0_g1_i1	Sym_276386_c0_g1
Sym_276363_c0_g1_i1	Sym_276363_c0_g1
Sym_276428_c0_g1_i1	Sym_276428_c0_g1
Sym_276342_c0_g1_i1	Sym_276342_c0_g1
Sym_276431_c0_g1_i1	Sym_276431_c0_g1
Sym_276335_c0_g1_i1	Sym_276335_c0_g1
Sym_276374_c0_g1_i1	Sym_276374_c0_g1
Sym_276403_c0_g1_i1	Sym_276403_c0_g1
Sym_276365_c0_g1_i1	Sym_276365_c0_g1
Sym_276417_c0_g1_i1	Sym_276417_c0_g1
Sym_276394_c0_g1_i1	Sym_276394_c0_g1
Sym_276397_c0_g1_i1	Sym_276397_c0_g1
Sym_276410_c0_g1_i1	Sym_276410_c0_g1
Sym_276411_c0_g1_i1	Sym_276411_c0_g1
Sym_276391_c0_g1_i1	Sym_276391_c0_g1
Sym_276345_c0_g1_i1	Sym_276345_c0_g1
Sym_276351_c0_g1_i1	Sym_276351_c0_g1
Sym_276385_c0_g1_i1	Sym_276385_c0_g1
Sym_207866_c0_g1_i1	Sym_207866_c0_g1
Sym_207873_c0_g1_i1	Sym_207873_c0_g1
Sym_207914_c0_g1_i1	Sym_207914_c0_g1
Sym_207892_c0_g1_i1	Sym_207892_c0_g1
Sym_207915_c0_g1_i1	Sym_207915_c0_g1
Sym_207919_c0_g1_i1	Sym_207919_c0_g1
Sym_207862_c0_g1_i1	Sym_207862_c0_g1
Sym_207894_c0_g1_i1	Sym_207894_c0_g1
Sym_207906_c0_g1_i1	Sym_207906_c0_g1
Sym_207855_c0_g1_i1	Sym_207855_c0_g1
Sym_207900_c0_g1_i1	Sym_207900_c0_g1
Sym_207870_c0_g1_i1	Sym_207870_c0_g1
Sym_207924_c0_g1_i1	Sym_207924_c0_g1
Sym_207849_c0_g1_i1	Sym_207849_c0_g1
Sym_207843_c0_g1_i1	Sym_207843_c0_g1
Sym_207895_c0_g1_i1	Sym_207895_c0_g1
Sym_207923_c0_g1_i1	Sym_207923_c0_g1
Sym_207893_c0_g1_i1	Sym_207893_c0_g1
Sym_207884_c0_g1_i1	Sym_207884_c0_g1
Sym_207883_c0_g1_i1	Sym_207883_c0_g1
Sym_207864_c0_g1_i1	Sym_207864_c0_g1
Sym_218924_c0_g1_i1	Sym_218924_c0_g1
Sym_218926_c0_g1_i1	Sym_218926_c0_g1
Sym_218898_c0_g1_i1	Sym_218898_c0_g1
Sym_218874_c0_g1_i1	Sym_218874_c0_g1
Sym_218833_c0_g1_i1	Sym_218833_c0_g1
Sym_218843_c0_g1_i1	Sym_218843_c0_g1
Sym_274939_c0_g1_i1	Sym_274939_c0_g1
Sym_274935_c0_g1_i1	Sym_274935_c0_g1
Sym_274973_c0_g1_i1	Sym_274973_c0_g1
Sym_274969_c0_g1_i1	Sym_274969_c0_g1
Sym_274952_c0_g1_i1	Sym_274952_c0_g1
Sym_274989_c0_g1_i1	Sym_274989_c0_g1
Sym_274972_c0_g1_i1	Sym_274972_c0_g1
Sym_274946_c0_g1_i1	Sym_274946_c0_g1
Sym_274966_c0_g1_i1	Sym_274966_c0_g1
Sym_274933_c0_g1_i1	Sym_274933_c0_g1
Sym_274983_c0_g1_i1	Sym_274983_c0_g1
Sym_275021_c0_g1_i1	Sym_275021_c0_g1
Sym_282038_c0_g1_i1	Sym_282038_c0_g1
Sym_282082_c0_g1_i1	Sym_282082_c0_g1
Sym_282077_c0_g1_i1	Sym_282077_c0_g1
Sym_282070_c0_g1_i1	Sym_282070_c0_g1
Sym_282037_c0_g1_i1	Sym_282037_c0_g1
Sym_282100_c0_g1_i1	Sym_282100_c0_g1
Sym_219069_c0_g1_i1	Sym_219069_c0_g1
Sym_219115_c0_g1_i1	Sym_219115_c0_g1
Sym_219116_c0_g1_i1	Sym_219116_c0_g1
Sym_219074_c0_g1_i1	Sym_219074_c0_g1
Sym_219131_c0_g1_i1	Sym_219131_c0_g1
Sym_219119_c0_g1_i1	Sym_219119_c0_g1
Sym_219123_c0_g1_i1	Sym_219123_c0_g1
Sym_294695_c0_g1_i1	Sym_294695_c0_g1
Sym_294640_c0_g1_i1	Sym_294640_c0_g1
Sym_294674_c0_g1_i1	Sym_294674_c0_g1
Sym_207953_c0_g1_i1	Sym_207953_c0_g1
Sym_207978_c0_g1_i1	Sym_207978_c0_g1
Sym_208019_c0_g1_i1	Sym_208019_c0_g1
Sym_207967_c0_g1_i1	Sym_207967_c0_g1
Sym_207951_c0_g1_i1	Sym_207951_c0_g1
Sym_207957_c0_g1_i1	Sym_207957_c0_g1
Sym_207977_c0_g1_i1	Sym_207977_c0_g1
Sym_207995_c0_g2_i2	Sym_207995_c0_g2
Sym_207959_c0_g1_i1	Sym_207959_c0_g1
Sym_207945_c0_g1_i1	Sym_207945_c0_g1
Sym_207960_c0_g1_i1	Sym_207960_c0_g1
Sym_207949_c0_g1_i1	Sym_207949_c0_g1
Sym_207933_c0_g1_i1	Sym_207933_c0_g1
Sym_208009_c0_g1_i1	Sym_208009_c0_g1
Sym_207982_c0_g1_i1	Sym_207982_c0_g1
Sym_281286_c0_g1_i1	Sym_281286_c0_g1
Sym_281303_c0_g1_i1	Sym_281303_c0_g1
Sym_219969_c0_g1_i1	Sym_219969_c0_g1
Sym_220027_c0_g1_i1	Sym_220027_c0_g1
Sym_252895_c0_g1_i1	Sym_252895_c0_g1
Sym_218444_c0_g1_i1	Sym_218444_c0_g1
Sym_218459_c0_g1_i1	Sym_218459_c0_g1
Sym_218519_c0_g1_i1	Sym_218519_c0_g1
Sym_218475_c0_g1_i1	Sym_218475_c0_g1
Sym_249411_c0_g1_i1	Sym_249411_c0_g1
Sym_249343_c0_g1_i1	Sym_249343_c0_g1
Sym_249360_c0_g1_i1	Sym_249360_c0_g1
Sym_249375_c0_g1_i1	Sym_249375_c0_g1
Sym_249339_c0_g1_i1	Sym_249339_c0_g1
Sym_288546_c0_g1_i1	Sym_288546_c0_g1
Sym_210453_c0_g1_i1	Sym_210453_c0_g1
Sym_210500_c0_g1_i1	Sym_210500_c0_g1
Sym_210522_c0_g1_i1	Sym_210522_c0_g1
Sym_210514_c0_g1_i1	Sym_210514_c0_g1
Sym_210456_c0_g1_i2	Sym_210456_c0_g1
Sym_210477_c0_g1_i1	Sym_210477_c0_g1
Sym_210479_c0_g1_i1	Sym_210479_c0_g1
Sym_210455_c0_g1_i1	Sym_210455_c0_g1
Sym_210459_c0_g1_i1	Sym_210459_c0_g1
Sym_210516_c0_g1_i1	Sym_210516_c0_g1
Sym_210470_c0_g1_i1	Sym_210470_c0_g1
Sym_210478_c0_g1_i1	Sym_210478_c0_g1
Sym_210513_c0_g1_i1	Sym_210513_c0_g1
Sym_210485_c0_g1_i1	Sym_210485_c0_g1
Sym_210512_c0_g1_i1	Sym_210512_c0_g1
Sym_210452_c0_g1_i1	Sym_210452_c0_g1
Sym_210445_c0_g1_i1	Sym_210445_c0_g1
Sym_210447_c0_g1_i1	Sym_210447_c0_g1
Sym_271064_c0_g1_i1	Sym_271064_c0_g1
Sym_271041_c0_g1_i1	Sym_271041_c0_g1
Sym_271039_c0_g1_i1	Sym_271039_c0_g1
Sym_271071_c0_g1_i1	Sym_271071_c0_g1
Sym_271083_c0_g1_i1	Sym_271083_c0_g1
Sym_271058_c0_g1_i1	Sym_271058_c0_g1
Sym_271075_c0_g1_i1	Sym_271075_c0_g1
Sym_271105_c0_g1_i1	Sym_271105_c0_g1
Sym_271090_c0_g1_i1	Sym_271090_c0_g1
Sym_271045_c0_g1_i1	Sym_271045_c0_g1
Sym_271060_c0_g1_i1	Sym_271060_c0_g1
Sym_271113_c0_g1_i1	Sym_271113_c0_g1
Sym_271054_c0_g1_i1	Sym_271054_c0_g1
Sym_271047_c0_g1_i1	Sym_271047_c0_g1
Sym_271034_c0_g1_i1	Sym_271034_c0_g1
Sym_271129_c0_g1_i1	Sym_271129_c0_g1
Sym_271116_c0_g1_i1	Sym_271116_c0_g1
Sym_271104_c0_g1_i1	Sym_271104_c0_g1
Sym_271124_c0_g1_i1	Sym_271124_c0_g1
Sym_271088_c0_g1_i1	Sym_271088_c0_g1
Sym_271126_c0_g1_i1	Sym_271126_c0_g1
Sym_271032_c0_g1_i1	Sym_271032_c0_g1
Sym_271062_c0_g1_i1	Sym_271062_c0_g1
Sym_271081_c0_g1_i1	Sym_271081_c0_g1
Sym_271076_c0_g1_i1	Sym_271076_c0_g1
Sym_270827_c0_g1_i1	Sym_270827_c0_g1
Sym_270769_c0_g1_i1	Sym_270769_c0_g1
Sym_270790_c0_g1_i1	Sym_270790_c0_g1
Sym_270792_c0_g1_i1	Sym_270792_c0_g1
Sym_270750_c0_g1_i1	Sym_270750_c0_g1
Sym_270752_c0_g1_i1	Sym_270752_c0_g1
Sym_270826_c0_g1_i1	Sym_270826_c0_g1
Sym_270751_c0_g1_i1	Sym_270751_c0_g1
Sym_270815_c0_g1_i1	Sym_270815_c0_g1
Sym_270771_c0_g1_i1	Sym_270771_c0_g1
Sym_270819_c0_g1_i1	Sym_270819_c0_g1
Sym_270742_c0_g1_i1	Sym_270742_c0_g1
Sym_270805_c0_g1_i1	Sym_270805_c0_g1
Sym_270828_c0_g1_i1	Sym_270828_c0_g1
Sym_270808_c0_g1_i1	Sym_270808_c0_g1
Sym_270825_c0_g1_i1	Sym_270825_c0_g1
Sym_270743_c0_g1_i1	Sym_270743_c0_g1
Sym_270755_c0_g1_i1	Sym_270755_c0_g1
Sym_270787_c0_g1_i1	Sym_270787_c0_g1
Sym_270824_c0_g1_i1	Sym_270824_c0_g1
Sym_270829_c0_g1_i1	Sym_270829_c0_g1
Sym_270733_c0_g1_i1	Sym_270733_c0_g1
Sym_270777_c0_g1_i1	Sym_270777_c0_g1
Sym_270830_c0_g1_i1	Sym_270830_c0_g1
Sym_270760_c0_g1_i1	Sym_270760_c0_g1
Sym_270778_c0_g1_i1	Sym_270778_c0_g1
Sym_270793_c0_g1_i1	Sym_270793_c0_g1
Sym_219714_c0_g1_i1	Sym_219714_c0_g1
Sym_219681_c0_g1_i1	Sym_219681_c0_g1
Sym_219651_c0_g1_i1	Sym_219651_c0_g1
Sym_219730_c0_g1_i1	Sym_219730_c0_g1
Sym_219640_c0_g1_i1	Sym_219640_c0_g1
Sym_292346_c0_g1_i1	Sym_292346_c0_g1
Sym_292336_c0_g1_i1	Sym_292336_c0_g1
Sym_216575_c0_g1_i1	Sym_216575_c0_g1
Sym_216571_c0_g1_i1	Sym_216571_c0_g1
Sym_216566_c0_g1_i1	Sym_216566_c0_g1
Sym_216619_c0_g1_i1	Sym_216619_c0_g1
Sym_292098_c0_g1_i1	Sym_292098_c0_g1
Sym_225550_c0_g1_i1	Sym_225550_c0_g1
Sym_282445_c0_g1_i1	Sym_282445_c0_g1
Sym_282497_c0_g1_i1	Sym_282497_c0_g1
Sym_282459_c0_g1_i1	Sym_282459_c0_g1
